Library,API Name,Param,Value,Param Project Support,Param Change Frequency,Param G-mean,Param Likelihood,Param Impact,Param Work,Param Revision Support,Val Project Support,Val Change Frequency,Val G-mean,Val Likelihood,Val Impact,Val Work,Val Revision Support
torch,torch.autograd.Variable,0,torch.torch.from_numpy,9.336016096579478,730,82.55478030073739,0.001247398405380559,9.797297297297296,0.012221133025687909,3.1193047273087937,0.5633802816901409,43,4.921925650868372,7.347689237173156e-05,10.454545454545455,0.0007681675111590119,0.15001425755340383
torch,torch.autograd.Variable,0,torch.torch.zeros,9.336016096579478,730,82.55478030073739,0.001247398405380559,9.797297297297296,0.012221133025687909,3.1193047273087937,1.2072434607645874,61,8.581483036552589,0.00010423466127152616,12.941747572815533,0.001348978674514023,0.38309426102480815
torch,torch.autograd.Variable,0,torch.torch.randn,9.336016096579478,730,82.55478030073739,0.001247398405380559,9.797297297297296,0.012221133025687909,3.1193047273087937,0.5231388329979879,39,4.516903196540914,6.664183261622164e-05,15.873949579831933,0.0010578690908575016,0.1475346830483889
torch,torch.autograd.Variable,0,torch.torch.ones,9.336016096579478,730,82.55478030073739,0.001247398405380559,9.797297297297296,0.012221133025687909,3.1193047273087937,0.2012072434607646,30,2.4568714463363643,5.126294816632434e-05,23.86,0.0012231339432484988,0.06198936262537349
torch,torch.autograd.Variable,requires_grad,False,3.3802816901408446,286,31.09277349128381,0.0004887067725189587,9.988,0.004881203243919359,0.30994681312686745,2.7766599597585513,236,25.59866696730552,0.00040326852557508484,10.392045454545455,0.004190784848163808,0.21820255644131467
torch,torch.autograd.Variable,requires_grad,True,3.3802816901408446,286,31.09277349128381,0.0004887067725189587,9.988,0.004881203243919359,0.30994681312686745,0.6841046277665996,36,4.962637061038978,6.151553779958921e-05,8.326923076923077,0.0005122351512927332,0.06446893713038843
torch,torch.autograd.Variable,volatile,True,3.7022132796780682,305,33.60320000091973,0.0005211733063576309,9.27457627118644,0.0048336615803202644,0.36573723948970355,2.937625754527163,181,23.058843456891253,0.00030928645393682355,9.114678899082568,0.002819046715470038,0.2702736210466284
torch,torch.autograd.Variable,volatile,volatile,3.7022132796780682,305,33.60320000091973,0.0005211733063576309,9.27457627118644,0.0048336615803202644,0.36573723948970355,0.5633802816901409,71,6.324555320336758,0.00012132231066030095,11.8,0.0014316032657915514,0.04339255383776144
torch,torch.eye,0,,0.7243460764587526,37,5.17694937477409,6.322430273846669e-05,14.495575221238939,0.0009164726361558269,0.14009595953334408,,,,,,,
torch,torch.eye,dtype,,0.3621730382293763,29,3.2408360200188957,4.955418322744687e-05,16.36,0.0008107064376010307,0.030994681312686744,,,,,,,
torch,torch.eye,device,,0.7645875251509054,37,5.318809869753148,6.322430273846669e-05,12.462962962962964,0.0007879621433886683,0.06694851163540337,,,,,,,
torch,torch.nn.Embedding,1,,2.5754527162977867,146,19.391134484074847,0.0002494796810761118,15.936170212765957,0.003975750662255483,0.2913500043392554,,,,,,,
torch,torch.nn.Embedding,0,,2.7766599597585513,161,21.143373749738394,0.00027511115515927397,11.936802973977695,0.003283947655079661,0.33350277092450936,,,,,,,
torch,torch.nn.Embedding,padding_idx,0,1.7303822937625755,137,15.396830006383547,0.0002341007966262145,11.478991596638656,0.0026872410772387314,0.1475346830483889,0.5633802816901409,38,4.626926701842741,6.493306767734417e-05,7.456521739130435,0.0004841748307245445,0.057030213615343606
torch,torch.nn.Embedding,sparse,,0.5231388329979879,26,3.6880360163571733,4.442788841081443e-05,5.2592592592592595,0.00023365778349391294,0.033474255817701686,,,,,,,
torch,torch.ones,1,,1.5694164989939636,72,10.63005117238696,0.00012303107559917843,19.357723577235774,0.0023816015528588933,0.15249383205841877,,,,,,,
torch,torch.ones,0,,3.2595573440643864,196,25.27594190997874,0.00033491792801998573,15.336501901140684,0.00513646943980461,0.6521280948189291,,,,,,,
torch,torch.ones,dtype,,1.0865191146881288,46,7.069644918640111,7.860318718836399e-05,13.441558441558442,0.0010565493342851525,0.09546361844307517,,,,,,,
torch,torch.ones,device,,1.6498993963782695,82,11.631498205434164,0.00014011872498795322,15.16504854368932,0.002124907266322164,0.1276980870082694,,,,,,,
torch,torch.ones,2,,0.6841046277665996,25,4.135530884199149,4.2719123471936955e-05,20.17948717948718,0.0008620500044208816,0.04835170284779132,,,,,,,
torch,torch.zeros,0,self.shape,10.46277665995976,901,97.09254230178408,0.0015395972099286079,11.793055555555556,0.018156555429866404,1.7852936436107563,0.08048289738430583,84,2.600108340104637,0.00014353625486570817,21.63157894736842,0.003104915828937161,0.023555957797641924
torch,torch.zeros,0,n,10.46277665995976,901,97.09254230178408,0.0015395972099286079,11.793055555555556,0.018156555429866404,1.7852936436107563,0.16096579476861167,30,2.197492626394535,5.126294816632434e-05,27.75,0.0014225468116155005,0.024795745050149396
torch,torch.zeros,0,1,10.46277665995976,901,97.09254230178408,0.0015395972099286079,11.793055555555556,0.018156555429866404,1.7852936436107563,1.8511066398390341,70,11.38320977531085,0.00011961354572142348,11.657894736842104,0.001394442125120805,0.14133574678585153
torch,torch.zeros,0,batch_size,10.46277665995976,901,97.09254230178408,0.0015395972099286079,11.793055555555556,0.018156555429866404,1.7852936436107563,0.9255533199195171,39,6.008042899052999,6.664183261622164e-05,14.591836734693878,0.0009724267412367036,0.12149915074573205
torch,torch.zeros,1,1,6.398390342052314,439,52.99899395423432,0.0007501478081672129,13.668195718654435,0.010253167059949107,0.8108208631398852,1.1670020120724347,50,7.638723754896608,8.543824694387391e-05,10.928571428571429,0.0009337179844580506,0.08678510767552287
torch,torch.zeros,2,,3.420523138832998,204,26.4156529414272,0.00034858804753100554,16.65909090909091,0.005807159973641524,0.327303834661972,,,,,,,
torch,torch.zeros,device,self.device,4.7082494969818915,502,48.61626525644385,0.000857799999316494,13.672043010752688,0.011727878485278733,0.4612008579327787,1.0462776659959758,93,9.864270015445936,0.00015891513931560547,17.084745762711865,0.0027150247530530565,0.07314744789794071
torch,torch.zeros,device,device,4.7082494969818915,502,48.61626525644385,0.000857799999316494,13.672043010752688,0.011727878485278733,0.4612008579327787,1.6498993963782695,140,15.198220800243616,0.00023922709144284695,15.891891891891891,0.0038017710748214596,0.13761638502832912
torch,torch.zeros,device,x.device,4.7082494969818915,502,48.61626525644385,0.000857799999316494,13.672043010752688,0.011727878485278733,0.4612008579327787,0.4024144869215292,40,4.012054271425196,6.835059755509912e-05,25.05263157894737,0.001712362338748799,0.023555957797641924
torch,torch.zeros,dtype,torch.double,2.6961770623742454,236,25.224943740677045,0.00040326852557508484,13.744588744588745,0.0055427600376662094,0.2863908553292255,0.12072434607645875,31,1.9345425113887318,5.297171310520182e-05,16.875,0.0008938976586502807,0.019836596040119517
torch,torch.zeros,3,,0.96579476861167,38,6.058069098916209,6.493306767734417e-05,18.301369863013697,0.0011883640879031753,0.09050446943304528,,,,,,,
torch,torch.zeros,requires_grad,,0.5633802816901409,46,5.090726171947032,7.860318718836399e-05,13.258064516129032,0.0010421261269166968,0.03843340482773156,,,,,,,
torch,torch.optim.SGD,momentum,args.momentum,5.553319919517103,223,35.190770694207785,0.00038105458136967763,7.649373881932021,0.0029148289623197525,0.6930410741516756,0.96579476861167,48,6.808681876351704,8.202071706611896e-05,8.347222222222221,0.0006846451521769095,0.08926468218053782
torch,torch.optim.SGD,momentum,momentum,5.553319919517103,223,35.190770694207785,0.00038105458136967763,7.649373881932021,0.0029148289623197525,0.6930410741516756,0.9255533199195171,32,5.442215195802583,5.46804780440793e-05,10.456140350877194,0.000571746752881952,0.07066787339292577
torch,torch.optim.SGD,momentum,0.9,5.553319919517103,223,35.190770694207785,0.00038105458136967763,7.649373881932021,0.0029148289623197525,0.6930410741516756,2.6961770623742454,87,15.315593505527604,0.0001486625496823406,8.970760233918128,0.0013336160889632189,0.21200362017877733
torch,torch.optim.SGD,weight_decay,,4.627766599597585,151,26.434688508458645,0.0002580235057704992,8.611675126903553,0.002222014606800263,0.4884761774879431,,,,,,,
torch,torch.optim.SGD,lr,,5.593561368209256,201,33.5306700650324,0.00034346175271437313,7.271513353115727,0.002497486721147096,0.8356166081900346,,,,,,,
torch,torch.optim.SGD,0,,3.058350100603622,106,18.00514122865977,0.00018112908352101268,8.628517823639775,0.0015628755255405954,0.6608066055864814,,,,,,,
torch,torch.optim.SGD,nesterov,True,1.8108651911468814,56,10.070176299560272,9.569083657713878e-05,7.306818181818182,0.00069919554453523,0.10910127822065734,1.529175050301811,45,8.29535275100351,7.689442224948651e-05,6.728571428571429,0.0005173896125644021,0.08678510767552287
torch,torch.multinomial,0,,0.44265593561368205,29,3.5828790284904652,4.955418322744687e-05,15.514563106796116,0.0007688115028879621,0.1276980870082694,,,,,,,
